Category,subCategory,Brand,Product,P/D/M,Kosher Symbol,Date Added,Notes,Guideline or Product
Baking Ingredients,Cherries – tinned / jars,Masterfood (USA),Red Maraschino Cherries,P,AA,,,Product
Baking Ingredients,Cherries – tinned / jars,McLarens (Canada),Cherries,P,T,,,Product
Baking Ingredients,Cherries – tinned / jars,Oregon(USA),Pitted Bing Cherries,P,AA,,,Product
Baking Ingredients,Coconut Milk & Coconut Cream,Kara (Indonesia),UHT NaturalCoconut MilkClassic – in tetrapaks,P,OK,,,Product
Baking Ingredients,Coconut Milk & Coconut Cream,Kara (Indonesia),CoconutCream- in tins -‘Manufactured by PT Pulau Sambu Indonesia’ is Kosher & Pareve even without hechsher.,P,OK,,,Product
Baking Ingredients,Cooking Chocolate,,,,,,See Confectionery for complete list of kosher chocolates.,Guideline
Baking Ingredients,Cooking Chocolate,Alpha (Aust),Cooking Chocolate- all varieties,P,KA,Logo only,,Product
Baking Ingredients,Cooking Chocolate,Cadbury (Aust),Cooking Chocolate- Dark,D,NKA,,,Product
Baking Ingredients,Cooking Chocolate,Cadbury (Aust),Cooking Chocolate - Light,D,NKA,,,Product
Baking Ingredients,Cooking Chocolate,Hershey’s (USA),Semi Sweet Chocolate Chips. Only withOUDhechsher,D,OU,,,Product
Baking Ingredients,Cooking Chocolate,Nestle (Aust),Cocoa,P,NKA,,Must have ‘Made InAustralia’ on label.,Product
Baking Ingredients,Cooking Chocolate,Nestle (Aust),Choc Bits – Dark,D,NKA,,Must have ‘Made InAustralia’ on label.,Product
Baking Ingredients,Cooking Chocolate,Nestle (Aust),Choc. Bits – Milk,D,NKA,,Must have ‘Made InAustralia’ on label.,Product
Baking Ingredients,Cooking Chocolate,Nestle (Aust),Cooking Chocolate,D,NKA,,Must have ‘Made InAustralia’ on label.,Product
Baking Ingredients,Cooking Chocolate,Nestle (Aust),ChocolateMelts - NOT KOSHER,NK,NKA,,Must have ‘Made InAustralia’ on label.,Product
Baking Ingredients,Cooking Chocolate,Sweet William,Cooking Chocolate Buttons,P,NKA,,,Product
Baking Ingredients,Cooking Chocolate,Sweet William,Cooking Chocolate White Buttons,P,NKA,,,Product
Baking Ingredients,Cooking Chocolate,Sweet William,White Chocolate Block,P,NKA,,,Product
Baking Ingredients,Corn Syrup,,,,,,All brands without additives are acceptable.,Guideline
Baking Ingredients,Cream of Tartar,,,,,,Most authorities permit the use of Tartaric Acid/Cream of Tartar provided it has been aged for 12 months.  One generally assumes that Tartaric Acid available at a retail level fulfils this requirement.,Guideline
Baking Ingredients,Decorations,Americolour (USA),Professional Cake decorating colourings gels airpens wafer paper etc – contact Importer – Golding’s Craft Supples Wgtn – 0800 555 585,,,New05.12,,Product
Baking Ingredients,Decorations,Blackwood (USA),Icing Decorations with Hechsher –Countdown,,CRC,,,Product
Baking Ingredients,Decorations,Wiltons (USA),Icing Decorations –must have hechsher–Millys Kitchen Shop Akld,,,,,Product
Baking Ingredients,Essences,Heilala (NZ),Vanilla BeansGround Vanilla Beans,P,KKLA,New 04.12,,Product
Baking Ingredients,Essences,Heilala (NZ),Vanilla ExtractVanilla SugarVanilla Paste,D,KKLA,,,Product
Baking Ingredients,Essences,Neilson-Massey (USA),Pure VanillaExtract -in speciality Delis & Cook Shop,P,CRC,,,Product
Baking Ingredients,Essences,Moirs(S Africa),Vanilla Essence –no hechsher. AtCountdown,P,UOS,,,Product
Baking Ingredients,Essences,Queen Fine Foods (Aust),Lemon,P,KA,,Available at Countdown.,Product
Baking Ingredients,Essences,Queen Fine Foods (Aust),Rose,P,KA,,Available at Countdown.,Product
Baking Ingredients,Essences,Queen Fine Foods (Aust),Vanilla/ Vanilla Extract / Imitation Vanilla,P,KA,,Available at Countdown.,Product
Baking Ingredients,Essences,Queen Fine Foods (Aust),VanillaBean Paste,P,KA,,Available at Countdown.,Product
Baking Ingredients,Eggs,,,,,,White eggs are less likely to contain blood-spots and should be used if available. Check for Blood Spots.,Guideline
Baking Ingredients,Golden Syrup & Treacle,,,,,,All  brands are acceptable.,Guideline
Baking Ingredients,Glucose,,,,,,All brands of Glucose Powder & Syrup are acceptable. Bulk Purchases require an approved hechsher.,Guideline
Baking Ingredients,Gluten,,,,,,All brands are acceptable.  See Gluten Free Section for products.,Guideline
Baking Ingredients,Flour,,,,,,PLAIN FLOUR - All regular milled Plain Flour is acceptable.,Guideline
Baking Ingredients,Flour,,,,,,SELF RAISING FLOUR with Cream of Tartar or Tartaric Acid is acceptable,Guideline
Baking Ingredients,Flour,,,,,,ACCEPTABLE FLOURS - (ALL BRANDS)  - Arrowroot  Atta Buckwheat Carob Channa Dhal Cornflour Dhal flour Organic flour Pea flour Plain flour Polenta Potato flour Riceflour Rye flour Semolina Self-Raising Self Raising Flour with Cream of Tartar / Tartaric Acid* Spelt Soy flour Wheatgerm,Guideline
Baking Ingredients,Flour,Arrowhead Mills (USA),Organic Brown Rice Flour,P,OK,,,Product
Baking Ingredients,Flour,Arrowhead Mills (USA),Organic Yellow Cornmeal,P,OK,,,Product
Baking Ingredients,Flour,Arrowhead Mills (USA),Organic White RiceFlour,P,OK,,,Product
Baking Ingredients,Flour,Orgran (Aust),All Purpose Plain Flour,P,KA,,,Product
Baking Ingredients,Flour,Orgran (Aust),Gluten Free bread Mix,P,KA,,,Product
Baking Ingredients,Flour,Orgran (Aust),Pizza & PAStry Multimix,P,KA,,,Product
Baking Ingredients,Flour,Orgran (Aust),Plain Flour,P,KA,,,Product
Baking Ingredients,Flour,Orgran (Aust),Pasta Flour,P,KA,,,Product
Baking Ingredients,Flour,Orgran (Aust),Self Raising Flour,P,KA,,,Product
Baking Ingredients,Flour,Orgran (Aust),Self Raising Flour,P,,,,Product
Baking Ingredients,Food Colourings,McCormick,Food Colour Multi Pack (Red Yellow Green Blue),P,OU,,,Product
Baking Ingredients,Food Colourings,Queen Fine Foods (Aust),Black,P,NKA,,,Product
Baking Ingredients,Food Colourings,Queen Fine Foods (Aust),Blue,P,NKA,,Available at Countdown.,Product
Baking Ingredients,Food Colourings,Queen Fine Foods (Aust),Cochineal – NOT KOSHER,NK,,,Available at Countdown.,Product
Baking Ingredients,Food Colourings,Queen Fine Foods (Aust),Green,P,NKA,,Available at Countdown.,Product
Baking Ingredients,Food Colourings,Queen Fine Foods (Aust),Pillar Box Red,P,NKA,,Available at Countdown.,Product
Baking Ingredients,Food Colourings,Queen Fine Foods (Aust),Rose Pink,P,NKA,,Available at Countdown.,Product
Baking Ingredients,Food Colourings,Queen Fine Foods (Aust),Yellow,P,NKA,,Available at Countdown.,Product
Baking Ingredients,Food Colourings,Wiltons (USA),must have hechsher–Millys Kitchen Shop Akld,P,,,,Product
Baking Ingredients,Icing Sugar Icings,,,,,,All brands of pure icing sugar (NO additives) are acceptable.,Guideline
Baking Ingredients,Icing Sugar Icings,,,,,,All Icing Sugar Mixture is kosher provided ONLY Sugar Corn Starch Maize Starch Wheat Starch or Tapioca Starch are the only ingredients.,Guideline
Baking Ingredients,Icing Sugar Icings,Bakels (NZ),Pettinice Ready to Roll Icing (Fondant)WhiteChocolateIvoryBlackBlueGreenOrangePinkPurpleRedYellow,P,KKLA,,,Product
Baking Ingredients,Icing Sugar Icings,Betty Crocker (USA),READY TO SPREAD ICINGS -,P,,,,Product
Baking Ingredients,Icing Sugar Icings,Betty Crocker (USA),Creamy De Luxe Vanilla Dark Dutch Fudge Milk ChocolateParty Frosting,D,OU,,,Product
Baking Ingredients,Lecithin,,,,,,NOT ACCEPTABLE unless bearing reliable hechsher.,Guideline
Baking Ingredients,Nuts,,,,,,All unprocessed nuts with no oils additives or preservatives are Kosher.  Sliced Slivered Ground is acceptable.,Guideline
Baking Ingredients,Polenta,,,,,,All brands of unprocessed Polenta are pareve and acceptable.,Guideline
Baking Ingredients,Sugar,,,,,,ALL varieties of sugar are acceptable including Golden Syrups Molasses & Treacle.,Guideline
Baking Ingredients,Sugar,Brown  Sugar,All retail brands of Brown Sugar.,P,NKA,,,Product
Baking Ingredients,Sugar,Caster Sugar,All retail brands of Caster Sugar.,P,NKA,,,Product
Baking Ingredients,Sugar,CoffeeSugar,All retail brands of CoffeeSugar.,P,NKA,,,Product
Baking Ingredients,Sugar,Icing Sugar,All brands of Icing Sugarare acceptable.,P,NKA,,,Product
Baking Ingredients,Sugar,Icing Sugar Mixture,All Icing SugarMixture is kosher provided ONLY Sugar Corn Starch Maize Starch Wheat Starch or Tapioca Starch are the only ingredients.,P,NKA,,,Product
Baking Ingredients,Sugar,Palm Sugar,“Product ofMalaysia” ONLY,P,NKA,,,Product
Baking Ingredients,Sugar,Raw Sugar,All retail brands of Raw Sugar.,P,NKA,,,Product
Baking Ingredients,Sugar,SugarCubes,All retail brands of SugarCubes.,P,NKA,,,Product
Baking Ingredients,Sugar,White Sugar,All retail brands of White Sugar.,P,NKA,,,Product
Baking Ingredients,Sugar,,,,,,The following sugars are certified:,Guideline
Baking Ingredients,Sugar,Chelsea (NZ),White Sugar,P,KKLA,,,Product
Baking Ingredients,Sugar,Chelsea (NZ),Dark Cane Sugar,P,KKLA,,,Product
Baking Ingredients,Sugar,Chelsea (NZ),Soft Brown Sugar,P,KKLA,,,Product
Baking Ingredients,Sugar,Chelsea (NZ),Icing Sugar,P,KKLA,,,Product
Baking Ingredients,Sugar,Chelsea (NZ),Caster Sugar,P,KKLA,,,Product
Baking Ingredients,Sugar,Chelsea (NZ),Coffee Sugar,P,KKLA,,,Product
Baking Ingredients,Sugar,Chelsea (NZ),Golden Syrup,P,KKLA,,,Product
Baking Ingredients,Sugar,Chelsea (NZ),Molasses,P,KKLA,,,Product
Baking Ingredients,Sugar,Chelsea (NZ),Treacle,P,KKLA,,,Product
Baking Ingredients,Tartaric Acid,,,,,,All brands are acceptable according to most Halachic opinions & are accepted by the KA as mehadrin.,Guideline
Baking Ingredients,Tapioca,,,,,,All brands of pure Tapioca are acceptable.,Guideline
Baking Ingredients,Treacle,,,,,,All brands are acceptable.,Guideline
Baking Ingredients,Vanilla,,,,,,Must be Kosher Certified.,Guideline
Baking Ingredients,Vanilla,Neilson-Massey (USA),Pure Vanilla Extract -at speciality Delis & Cook Shops,P,CRC,,,Product
Baking Ingredients,Vanilla,Heilala (NZ),Vanilla BeansGround Vanilla Beans,P,KKLA,New 05.12,,Product
Baking Ingredients,Vanilla,Heilala (NZ),Vanilla ExtractVanilla SugarVanilla Paste,D,KKLA,,,Product
Baking Ingredients,Vanilla,Moirs(S Africa),Vanilla Essence –no hechsher–AtCountdown,P,J,,,Product
Baking Ingredients,Vanilla,Queen Fine Foods (Aust),NaturalVanilla/ Vanilla Extract / Imitation Vanilla,P,NKA,,Available at Countdown,Product
Baking Ingredients,Vanilla,Queen Fine Foods (Aust),OrganicVanillaBean Paste,P,NKA,,Available at Countdown,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),All Purpose Baking Mix,D,OK,,,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),Brownie Mix –regulargluten free,D,OK,,,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),Chocolate Chip Cookie Mix,D,OK,,,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),Buttermilk Pancake & Waffle Mix,D,OK,,,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),Multigrain Pancake & Waffle Mix,D,OK,,,Product
Baking Ingredients,Baking & Cake Mixes,Betty Crocker (USA),Warm Delight Microwave Cakes– Hot Fudge,D,OU,,,Product
Baking Ingredients,Baking & Cake Mixes,Betty Crocker (USA),Warm Delight Microwave Cakes– Molten Caramel Cake,D,OU,,,Product
Baking Ingredients,Baking & Cake Mixes,Betty Crocker (USA),Warm Delight Microwave Cakes– Molten ChocolateCake,D,OU,,,Product
Baking Ingredients,Baking & Cake Mixes,Casalare (Aust),Batter/Tempura Mix – gluten free,P,KA,,Must haveKosher Austhecksher on label,Product
Baking Ingredients,Baking & Cake Mixes,Casalare (Aust),Bread Mix – gluten free,P,KA,,Must haveKosher Austhecksher on label,Product
Baking Ingredients,Baking & Cake Mixes,Casalare (Aust),Buckwheat Pancake Mix – gluten free,P,KA,,Must haveKosher Austhecksher on label,Product
Baking Ingredients,Baking & Cake Mixes,Casalare (Aust),Choc Mud-Cake Mix – gluten free,P,KA,,Must haveKosher Austhecksher on label,Product
Baking Ingredients,Baking & Cake Mixes,Casalare (Aust),Cookie Mix – gluten free,P,KA,,Must haveKosher Austhecksher on label,Product
Baking Ingredients,Baking & Cake Mixes,Casalare (Aust),Muffin Mix - gluten free,P,KA,,Must haveKosher Austhecksher on label,Product
Baking Ingredients,Baking & Cake Mixes,Casalare (Aust),Pizza Base Mix – gluten free,P,KA,,Must haveKosher Austhecksher on label,Product
Baking Ingredients,Baking & Cake Mixes,Casalare (Aust),QuinoaPancake Mix – gluten free,P,KA,,Must haveKosher Austhecksher on label,Product
Baking Ingredients,Baking & Cake Mixes,Hansells (NZ),Pancakes in a Flash–original only - dairy,D,KKLA,,,Product
Baking Ingredients,Baking & Cake Mixes,Orgran (Aust),Apple & Cinnamon Pancake Mix,P,KA,,Must haveKosher Austhecksher on label.All Orgran products listed below are gluten free.,Product
Baking Ingredients,Baking & Cake Mixes,Orgran (Aust),Buckwheat Pancake Mix,P,KA,,Must haveKosher Austhecksher on label.All Orgran products listed below are gluten free.,Product
Baking Ingredients,Baking & Cake Mixes,Orgran (Aust),Chocolate Cake Mix,P,KA,,Must haveKosher Austhecksher on label.All Orgran products listed below are gluten free.,Product
Baking Ingredients,Baking & Cake Mixes,Orgran (Aust),Chocolate Muffin Mix,P,KA,,Must haveKosher Austhecksher on label.All Orgran products listed below are gluten free.,Product
Baking Ingredients,Baking & Cake Mixes,Orgran (Aust),Lemon Poppyseed Muffin Mix,P,KA,,Must haveKosher Austhecksher on label.All Orgran products listed below are gluten free.,Product
Baking Ingredients,Baking & Cake Mixes,Orgran (Aust),Vanilla Cake Mix,P,KA,,Must haveKosher Austhecksher on label.All Orgran products listed below are gluten free.,Product
Beverages,Powdered – Hot Chocolate,Bellagio,A Variety of Flavoured Hot Chocolate Mixes,D,OU,,,Product
Beverages,Powdered – Hot Chocolate,Cadbury (Aust),Bournville Cocoa,P,NKA,,,Product
Beverages,Powdered – Hot Chocolate,Cadbury (Aust),Drinking Chocolate,P,NKA,,,Product
Beverages,Powdered – Hot Chocolate,Caffe D’Amore (USA),Frappe Freeze – Smoothie Base Mix- Vanilla- Coffee Toffee  -At Countdown,D,OU,,,Product
Beverages,Powdered – Hot Chocolate,Ghiradelli (USA),Frappe Classico,P,KK,,,Product
Beverages,Powdered – Hot Chocolate,Ghiradelli (USA),Sweet Ground Coffee& Cocoa,P,KK,,,Product
Beverages,Powdered – Hot Chocolate,Ghiradelli (USA),Sweet Ground Chocolate& Cocoa–AtNosh,P,KK,,,Product
Beverages,Powdered – Hot Chocolate,Ghiradelli (USA),Sweet Ground White Chocolate Mix,P,KK,,,Product
Beverages,Powdered – Hot Chocolate,Hershey’s (USA),Onlyproducts withhechsheracceptable.,D,OU,,,Product
Beverages,Powdered – Hot Chocolate,Horlicks (UK),Malted Food Drink,D,L,,,Product
Beverages,Powdered – Hot Chocolate,Green & Blacks,Cocoa–at NW,P,L,,,Product
Beverages,Powdered – Hot Chocolate,Green & Blacks,Hot Chocolate –at NW,P,L,,,Product
Beverages,Powdered – Hot Chocolate,Nestle (Aust),Cocoa,P,KA,,,Product
Beverages,Powdered – Hot Chocolate,Nestle (Aust),Malted Milk,D,KA,,,Product
Beverages,Powdered – Hot Chocolate,Nestle (Aust),MaltedMilo,D,KA,,,Product
Beverages,Powdered – Hot Chocolate,Nestle (Aust),Milo,D,KA,,,Product
Beverages,Powdered – Hot Chocolate,Nesquik (Aust),Banana,P,KA,,,Product
Beverages,Powdered – Hot Chocolate,Nesquik (Aust),Chocolate,P,KA,,,Product
Beverages,Powdered – Hot Chocolate,Nesquik (Aust),NOTKOSHER – Caramel Honeybunny StrawberryPlus Strawberry& Plus ChocolateFlavours.,NK,KA,15.06.11,,Product
Beverages,Powdered – Hot Chocolate,Unistraw Sippah Milk Flavouring Straws (China),Banana Straws,P,OU,,‘MADE IN CHINA’ ONLY.  Must havehechsher.DRINKING STRAWS,Product
Beverages,Powdered – Hot Chocolate,Unistraw Sippah Milk Flavouring Straws (China),ChocolateStraws,P,OU,,‘MADE IN CHINA’ ONLY.  Must havehechsher.DRINKING STRAWS,Product
Beverages,Powdered – Hot Chocolate,Unistraw Sippah Milk Flavouring Straws (China),ChocolateMint Straws,P,OU,,‘MADE IN CHINA’ ONLY.  Must havehechsher.DRINKING STRAWS,Product
Beverages,Powdered – Hot Chocolate,Unistraw Sippah Milk Flavouring Straws (China),Cookies & Cream Straws,P,OU,,‘MADE IN CHINA’ ONLY.  Must havehechsher.DRINKING STRAWS,Product
Beverages,Powdered – Hot Chocolate,Unistraw Sippah Milk Flavouring Straws (China),Strawberry Straws,P,OU,,‘MADE IN CHINA’ ONLY.  Must havehechsher.DRINKING STRAWS,Product
Beverages,Coffee,,,,,,All PLAIN instant & decaffeinated coffee & coffee bags is acceptable.,Guideline
Beverages,Coffee,,,,,,Powdered Coffee Whiteners - Must be Kosher Certified.,Guideline
Beverages,Coffee,Fontana(USA),CoffeeFlavourings (Made for Starbucks.)must have hechsher.,,OU,,,Product
Beverages,Coffee,Fontana(USA),Syrups as follows: Caramel AlmondHazelnutVanilla– Starbucks,,OU,,,Product
Beverages,Coffee,Nestle (Aust),NOT KOSHER - Cappuccino Style Instant Coffee Flavoured Coffee,NK,NKA,Upd2011,,Product
Beverages,Coffee,Nestle (Aust),NOT KOSHER - Cappuccino Style Instant Coffee Mix,NK,NKA,Upd2011,,Product
Beverages,Coffee,Moccona (Aust),Mocha Duet,P,NKA,,,Product
Beverages,Coffee Beans,,,,,,All coffee beans (fresh and ground) are acceptable.,Guideline
Beverages,Coffee Beans,,,,,,NOT KOSHER – Ground beans with enhanced flavour Vanilla Mocha Rum etc – unless certified. ,Guideline
Beverages,Coffee Substitutes,Bambu,Instant Coffee Substitute,P,NKA,,,Product
Beverages,Coffee Substitutes,Caro (Germany),Caro‘Product of Germany’ ONLY,P,NKA,,,Product
Beverages,Coffee Substitutes,Caro (Germany),Caro Extra‘Product of Germany’ ONLY,P,NKA,,,Product
Beverages,Mineral Water,,,,,,Some Kosher certified bottled waters below. However all plain unflavoured mineral & spring waters are acceptable.,Guideline
Beverages,Mineral Water,NZ Premium,Premium Eternal Spring,P,OU,,,Product
Beverages,Mineral Water,Eternal WaterNZ,Spring Water,P,KKLA,,,Product
Beverages,Soft Drinks,,,,,,While normally The Kashrut Authority will endorse products on the basis of ingredient labels the nature of soft drinks and our experience with them is such that all brands of carbonated/ uncarbonated soft drinks – diet or otherwise may be considered acceptable provided the following three conditions are met: ,Guideline
Beverages,Soft Drinks,,,,,,The Kashrut Authority in line with the majority opinion of Halachic authorities does not consider tartaric acid (#334) to be a non-acceptable ingredient.,Guideline
Beverages,Soft Drinks,,,,,,‘Health’ drinks usually contain amino acids or other protein derivatives that may come from animal sources.,Guideline
Beverages,Soft Drinks,,,,,,Those containing ingredients with the suffix –anime or –ine should not be used unless with a reliable Hechsher or unless listed here.,Guideline
Beverages,Soft Drinks,,,,,,However if the only additional ingredients to regular soft drinks in a health drink are sucrose dextrose dextrin sodium chloride potassium chloride or various phosphates the product is acceptable. (www.ka.org.au),Guideline
Beverages,Soft Drinks,,,,,,As a general rule soft drinks e.g. Lemonade Lift plain Soda Waters Fanta Coke Sprite Pepsi Ginger Ale Mountain Dew Schweppes Tonic Water etc & diet versions are acceptable providing GRAPE JUICE is NOT a flavour or E120 (carmine) is NOT an ingredient.,Guideline
Beverages,Soft Drinks,Red Bull (Austria),Blue Red & Silver Editionin cans & bottles‘Made in Austria’ ONLY.,P,NKA,,,Product
Beverages,Soft Drinks,Red Bull (Austria),Energy Drink &SugarFreeenergy Drinkin cans & bottles‘Made in Austriaor Swizerland’ ONLY.,P,NKA,,,Product
Beverages,Soft Drinks,Sparletta(S Africa),Cream Soda / Iron Brew –Countdown,P,J,,,Product
Beverages,Teas / Teabags / Herbal Teas,Sparletta(S Africa),Cream Soda / Iron Brew –Countdown,P,,,,Product
Beverages,Teas / Teabags / Herbal Teas,Sparletta(S Africa),Cream Soda / Iron Brew –Countdown,P,,,,Product
Beverages,Teas / Teabags / Herbal Teas,,,,,,All brands of PURE TEA & TEA BAGS are acceptable provided that  NO ADDITIVES are listed in the ingredients.- www.ka.org.au,Guideline
Beverages,Teas / Teabags / Herbal Teas,Sparletta(S Africa),,,,,,Product
Beverages,Teas / Teabags / Herbal Teas,Sparletta(S Africa),,,,,,Product
Beverages,Teas / Teabags / Herbal Teas,Celestial Seasonings (USA),Herbal –ONLY when bearing“Star K”Hechsher,P,SK,,,Product
Beverages,Teas / Teabags / Herbal Teas,Celestial Seasonings (USA),Herbal –ONLY when bearing“Torah K”hechsher,D,,,,Product
Beverages,Teas / Teabags / Herbal Teas,Celestial Seasonings (USA),Tea Leaves–ONLY when bearing“Star K”hechsher,D,SK,,,Product
Beverages,Teas / Teabags / Herbal Teas,Dilmah,A large variety of Teas.Must have hechsher.,D,OU,,,Product
Beverages,Teas / Teabags / Herbal Teas,Hampstead,A large variety of Herbal Teas.must have hechsher.-At Ceres Ellerslie.,D,,,,Product
Beverages,Teas / Teabags / Herbal Teas,Traditional Medicines,A large variety of Herbal Teas.must have hechsher.-At Ceres Ellerslie.,D,,,,Product
Beverages,Teas / Teabags / Herbal Teas,Twinnings,Herbal & Flavoured Teas,P,NKA,,,Product
Beverages,Teas / Teabags / Herbal Teas,Twinnings,Plain Tea incl.Earl Grey,P,NKA,,,Product
Beverages,Teas / Teabags / Herbal Teas,Yogi Wellness Tea,A large variety of Herbal Teas.must have hechsher.-At Ceres Ellerslie,P,,,,Product
Beverages,Syrups,Shotts (NZ),COFFEE SYPRUP RANGE,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Caramel Flavoured Syup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Chai Latte Flavoured Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Classic Chai Latte Flavoured Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Hazelnut Flavoured Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Vanilla Flavoured Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),White Chocolate Flavoured Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),FRUIT SYRUP RANGE,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Honey Blackcurrant Fruit Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Passionfruit Fruit Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Tahitian Lime Fruit Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),FAIR TRADE RANGECaramel Flavoured SyupChai Latte Flavoured SyrupClassic Chai Latte Flavoured SyrupHazelnut Flavoured SyrupVanilla Flavoured SyrupWhite Chocolate Flavoured Syrup,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),SMOOTHIE RANGE,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Berry Smoothie,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Chocolate Smoothie,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Feijoa Smoothie,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Iced Coffee Smoothie,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Passionfruit Smoothie,P,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),The following are DAIRY:,D,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Lemon Ginger,D,KKLA,,,Product
Beverages,Syrups,Shotts (NZ),Honey Fruit Syrup,D,KKLA,,,Product
Biscuits Crackers & Crispbreads,Biscuits,,,,,,ONLY KOSHER CERTIFIED BISCUITS CRACKERS ETC MAY BE PURCHASED.  THEY MUST HAVE A HECHSHER.,Guideline
Biscuits Crackers & Crispbreads,Biscuits,,,,,,A wide variety of biscuits crackers & crispbreads are available at the Greys Ave Deli.,Guideline
Biscuits Crackers & Crispbreads,Biscuits,Shotts (NZ),,,,,,Product
Biscuits Crackers & Crispbreads,Biscuits,Shotts (NZ),,,,,,Product
Biscuits Crackers & Crispbreads,Biscuits,Arnott’s,Tim Tams Original – 200g pkt ONLYTim Tams Double Coat – 200g pkt ONLY (bothmust have # symbolleft of expire date).,D,NKA,,,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Betta Snack –EntireRange,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Choc Kits,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Choc Kits – White,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Choc Delight,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Choice Assorted,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),EET Sum Mor,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Ginger Nuts,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Jolly Jammers,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Marie,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Nuttikrust,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
Biscuits Crackers & Crispbreads,Biscuits,Bakers(S Africa),Red Label – Lemon Creams,D,J,,MUST have Johannesburg Beit Din LogoUpdate Sept 12-The PYOTTS range of biscuits & crackers (that are produced in Sth Africa) is being phased out and re-branded as BAKERS. The kashrut statusof these products is unaffected.,Product
